"","state_code","county_code","pct_white_apps","pct_black_apps","pct_hisp_apps","pct_asian_apps","white_denial_rate","black_denial_rate","hisp_denial_rate","asian_denial_rate","denial_rate","loan_failed","total_loans"
"843","IL","17147",97.3,0.27,2.16,0.27,7.76,100,12.5,0,8.09,30,371
"844","IL","17149",98.15,0.93,0,0.93,9.43,0,NA,0,9.26,10,108
"845","IL","17151",100,0,0,0,NA,NA,NA,NA,NA,6,27
"846","IL","17153",59.09,38.64,2.27,0,NA,NA,NA,NA,NA,20,44
"847","IL","17155",91.53,0,8.47,0,NA,NA,NA,NA,NA,4,59
"848","IL","17157",97.85,1.23,0.31,0,11.29,0,0,NA,11.04,36,326
"849","IL","17159",93.94,2.02,0,4.04,NA,NA,NA,NA,NA,12,99
"850","IL","17161",81.71,6.99,8.72,2.1,5.63,8.42,9.28,8.77,6.29,171,2717
"851","IL","17163",76.33,17.02,4.05,1.75,6.59,12.71,6.91,4.2,7.62,518,6798
"852","IL","17165",95.14,2.43,2.02,0,17.87,16.67,0,NA,17.41,43,247
"853","IL","17167",89.24,5.67,2.48,2.17,4.72,14.14,8.46,7.02,5.44,285,5242
"854","IL","17169",94.12,4.41,0,0,NA,NA,NA,NA,NA,10,68
"855","IL","17171",95.35,0,2.33,2.33,NA,NA,NA,NA,NA,9,43
"856","IL","17173",97.41,0.52,1.04,0.52,13.3,100,0,100,13.99,27,193
"857","IL","17175",96.88,1.56,1.56,0,NA,NA,NA,NA,NA,5,64
"858","IL","17177",89.32,4.52,4.93,1.23,11.03,22.73,4.17,0,11.09,54,487
"859","IL","17179",96.06,0.87,1.7,0.81,4.1,10.34,8.77,7.41,4.27,143,3349
"860","IL","17181",95.83,1.39,2.08,0,15.22,0,33.33,NA,15.28,22,144
"861","IL","17183",88.07,7.84,3.27,0.65,12.99,6.25,10,0,12.25,75,612
"862","IL","17185",96.84,0,2.11,0,NA,NA,NA,NA,NA,11,95
"863","IL","17187",91.12,1.18,7.1,0.59,7.79,0,8.33,0,7.69,13,169
"864","IL","17189",97.24,0.55,0.55,1.66,12.5,0,0,33.33,12.71,23,181
"865","IL","17191",94.51,0,1.1,0,NA,NA,NA,NA,NA,21,91
"866","IL","17193",98.45,0.78,0.78,0,22.83,100,100,NA,24.03,31,129
"867","IL","17195",89.98,1.19,8.32,0.34,8.11,14.29,12.24,0,8.49,50,589
"868","IL","17197",65.08,11.45,15.82,7.36,5.21,14.75,10.14,8.52,7.36,1807,24559
"869","IL","17199",92.42,3.48,1.83,1.57,10.74,12.5,14.29,11.11,10.89,125,1148
"870","IL","17201",80.01,6.57,10.39,2.58,5.28,11.37,8.82,7.89,6.26,369,5892
"871","IL","17203",97.16,0.11,1.97,0.44,4.38,0,11.11,0,4.48,41,916
"872","IL","18097",0,0,100,0,NA,NA,NA,NA,NA,1,1
"873","IL","29189",100,0,0,0,NA,NA,NA,NA,NA,0,2
"874","IL","29510",100,0,0,0,NA,NA,NA,NA,NA,0,1
"875","IL","6037",0,0,100,0,NA,NA,NA,NA,NA,1,1
"876","IL",NA,70.92,9.87,14.36,4.13,32.41,56.36,42.5,43.48,36.8,205,557
"877","IN","18001",94.58,0.21,4.58,0,4.63,0,18.18,NA,5.42,26,480
"878","IN","18003",86.85,5.93,4.33,2.42,4.05,8.04,8.57,8.39,4.61,522,11329
"879","IN","18005",79.78,2.29,7.54,10.2,5.31,11.48,7.96,2.94,5.4,144,2666
"880","IN","18007",93.55,3.23,1.61,0,4.31,0,0,NA,4.84,6,124
"881","IN","18009",96.77,1.29,1.94,0,6.67,0,0,NA,6.45,10,155
"882","IN","18011",87.54,2.57,3.41,6.24,4.57,8.14,10.53,6.22,4.96,166,3347
"883","IN","18013",97.03,0.64,1.69,0,7.64,33.33,12.5,NA,7.84,37,472
"884","IN","18015",97.82,0.2,1.98,0,7.71,0,0,NA,7.54,38,504
"885","IN","18017",88.35,0.8,9.44,1.2,6.14,25,14.89,0,7.03,35,498
"886","IN","18019",89.56,6.17,3.3,0.83,7.45,10.24,11.76,2.94,7.72,318,4120
"887","IN","18021",96.14,0.97,2.17,0.24,7.04,0,11.11,0,7,29,414
"888","IN","18023",94.28,0.52,4.85,0.35,10.29,0,14.29,0,10.4,60,577
"889","IN","18025",97.84,0,2.16,0,19.89,NA,75,NA,21.08,39,185
"890","IN","18027",97.4,0.58,1.16,0.29,10.68,0,0,0,10.4,36,346
"891","IN","18029",97.81,0.39,0.71,0.51,6.05,16.67,9.09,25,6.3,98,1555
"892","IN","18031",97.02,0.4,1.19,0,4.71,50,0,NA,5.17,26,503
"893","IN","18033",96.43,0.73,2.11,0.27,6.18,12.5,13.04,0,6.32,69,1091
"894","IN","18035",92.46,3.89,1.35,1.7,6.75,10.26,3.7,14.71,7.04,141,2003
"895","IN","18037",91.85,0.62,6.15,0.77,9.21,0,15,40,10,65,650
"896","IN","18039",83.25,2.4,12.64,1,6.47,15.2,11.57,7.69,7.39,384,5199
"897","IN","18041",97.78,0.89,1.33,0,7.27,0,33.33,NA,7.56,17,225
"898","IN","18043",93.4,2.4,2.48,1.22,6.67,7.02,11.86,10.34,6.82,162,2377
"899","IN","18045",98.28,0,1.72,0,7.86,NA,0,NA,7.73,18,233
"900","IN","18047",97,0,1.07,1.5,9.49,NA,0,28.57,9.64,45,467
"901","IN","18049",97.74,0.65,0.97,0,8.25,0,0,NA,8.06,25,310
"902","IN","18051",96.54,1.15,1.32,0.99,9.04,14.29,12.5,16.67,9.23,56,607
"903","IN","18053",92.06,4.82,1.81,0.8,7.75,18.75,11.11,0,8.24,82,995
"904","IN","18055",97.26,0.17,1.72,0.17,13.76,0,40,0,14.07,82,583
"905","IN","18057",84.28,4.28,3.9,7.27,3.62,10.31,8.39,6.38,4.3,789,18348
"906","IN","18059",89.93,5.43,3.31,1.1,4.34,9.39,5.38,9.3,4.72,185,3923
"907","IN","18061",96.21,0.63,1.9,0.72,9.77,28.57,14.29,12.5,9.94,110,1107
"908","IN","18063",81.81,9.72,4.39,3.84,3.67,8.47,9.92,6.62,4.53,374,8263
"909","IN","18065",97.5,0.8,1.02,0.46,6.65,0,22.22,0,6.71,59,879
"910","IN","18067",92.36,4.17,2.23,0.84,6.34,8.33,11.11,11.76,6.65,134,2015
"911","IN","18069",96.61,0.78,1.69,0.26,5.8,16.67,0,0,5.74,44,767
"912","IN","18071",90.34,1.13,7.4,1,9.17,11.11,16.95,37.5,10.04,80,797
"913","IN","18073",96.09,0.11,3.17,0.32,5.27,0,13.33,0,5.49,52,947
"914","IN","18075",97.32,0,2.68,0,11.72,NA,0,NA,11.41,17,149
"915","IN","18077",94.78,0.87,2.17,1.74,7.03,0,26.67,0,7.25,50,690
"916","IN","18079",96.53,0.99,1.99,0.25,12.08,25,12.5,0,12.16,49,403
"917","IN","18081",85.95,2.67,2.85,8.15,4.84,13.11,8.72,11.29,5.77,395,6848
"918","IN","18083",96.9,0.66,1.99,0.44,11.42,33.33,44.44,0,12.17,55,452
"919","IN","18085",90.27,0.79,6.71,2,5.88,5.88,6.25,9.3,6.01,129,2147
"920","IN","18087",96.82,0.66,2.25,0.13,6.98,0,0,100,6.89,52,755
"921","IN","18089",70.39,13.13,14.69,1.53,4.37,11.79,6.27,4.76,5.64,772,13693
"922","IN","18091",89.73,3.38,6.05,0.38,7.37,12.5,14.73,25,8.11,173,2133
"923","IN","18093",96.76,0.78,1.12,0.45,8.08,0,20,0,8.04,72,895
"924","IN","18095",92.72,3.87,2.51,0.42,8.83,24.32,16.67,25,9.65,277,2869
"925","IN","18097",75.54,13.99,5.78,4.34,4.51,11.48,10.44,7.9,6.01,1403,23358
"926","IN","18099",91.51,0.42,7.23,0.42,4.93,0,11.59,0,5.56,53,954
"927","IN","18101",98.71,0,1.29,0,15.69,NA,50,NA,16.13,25,155
"928","IN","18103",97.98,0.76,1.01,0,8.25,66.67,0,NA,8.59,34,396
"929","IN","18105",89.57,2.05,3.59,4.39,4.73,7.25,9.09,7.43,5.07,171,3374
"930","IN","18107",97.88,0.56,1.45,0.11,6.15,0,7.69,0,6.13,55,897
"931","IN","18109",96.37,1.41,1.45,0.55,7.97,18.18,14.71,7.69,8.28,194,2344
"932","IN","18111",96.19,0.63,2.86,0,4.62,0,11.11,NA,4.76,15,315
"933","IN","18113",92.3,0.32,6.52,0.64,7.3,0,1.64,0,6.95,65,935
"934","IN","18115",99.36,0,0.64,0,4.49,NA,0,NA,4.46,7,157
"935","IN","18117",94.94,1.69,1.69,0,17.75,33.33,0,NA,17.98,32,178
"936","IN","18119",96.99,0.25,2.51,0,10.59,0,10,NA,10.53,42,399
"937","IN","18121",97.88,0,2.12,0,12.97,NA,25,NA,13.23,25,189
"938","IN","18123",99.13,0,0.43,0,15.28,NA,0,NA,15.15,35,231
"939","IN","18125",98.09,0,1.44,0,21.46,NA,33.33,NA,21.53,45,209
"940","IN","18127",86.97,3.29,8.3,1.1,4.15,10.05,8.35,7.14,4.74,301,6348
"941","IN","18129",98.05,0.71,0.88,0.18,7.22,0,0,0,7.08,40,565
"942","IN","18131",98.42,0,1.05,0,10.7,NA,0,NA,10.53,20,190
"943","IN","18133",97.38,0.73,1.15,0.31,5.6,14.29,0,0,5.67,54,953
"944","IN","18135",96.79,0.32,2.56,0,9.6,0,0,NA,9.29,29,312
"945","IN","18137",98.38,0.2,0.2,0.61,7.61,100,0,0,7.89,39,494
"946","IN","18139",96.86,1.18,1.57,0,12.55,33.33,0,NA,12.55,32,255
"947","IN","18141",85.14,6.06,5.71,2.67,4.88,10.41,6.69,6.83,5.36,323,6023
"948","IN","18143",96.38,0.9,2.26,0,11.74,50,0,NA,11.76,52,442
"949","IN","18145",94.98,0.47,3.72,0.65,6.66,20,15,0,6.98,75,1075
"950","IN","18147",97.48,0.63,0.94,0,12.58,0,0,NA,12.26,39,318
"951","IN","18149",96.53,0.25,2.72,0,6.67,0,0,NA,6.44,26,404
"952","IN","18151",97.03,0.5,2.23,0.25,7.28,25,5.56,0,7.31,59,807
"953","IN","18153",99.16,0,0.56,0.28,15.49,NA,50,0,15.64,56,358
"954","IN","18155",98.14,0,0.93,0,11.85,NA,50,NA,12.09,26,215
"955","IN","18157",87.7,2.71,5.4,4.04,3.68,5.51,4.35,1.06,3.69,173,4683
"956","IN","18159",97.37,0.58,1.75,0,5.71,0,16.67,NA,5.85,20,342
"957","IN","18161",97.5,1.25,0,0,NA,NA,NA,NA,NA,4,80
"958","IN","18163",92.9,3.8,1.72,1.19,5.35,12.67,11.76,12.77,5.86,231,3945
"959","IN","18165",97.74,0.9,1.36,0,9.26,0,0,NA,9.05,20,221
"960","IN","18167",92.58,2.31,2.2,2.53,7.26,9.3,9.76,8.51,7.42,138,1860
"961","IN","18169",96.96,0.47,1.64,0.7,11.11,50,28.57,0,11.48,49,427
"962","IN","18171",97.83,0,2.17,0,12.59,NA,0,NA,12.32,17,138
"963","IN","18173",91.93,1.94,1.99,3.47,4.22,5.26,5.13,7.35,4.34,85,1957
"964","IN","18175",97.58,0.81,0.81,0.81,15.7,25,0,25,15.73,78,496
"965","IN","18177",92.63,4.04,1.55,1.19,9.76,2.94,0,10,9.39,79,841
"966","IN","18179",96.53,0.3,2.87,0.3,5.79,0,5.26,0,5.74,38,662
"967","IN","18181",95.22,0.4,3.39,1,8.16,50,23.53,20,8.96,45,502
"968","IN","18183",95.13,1.09,2.68,0.6,6.9,0,7.41,0,6.86,69,1006
"969","IN","47103",100,0,0,0,NA,NA,NA,NA,NA,0,1
"970","IN","55077",100,0,0,0,NA,NA,NA,NA,NA,0,1
"971","IN","6067",100,0,0,0,NA,NA,NA,NA,NA,0,1
"972","IN","8005",0,0,0,100,NA,NA,NA,NA,NA,0,1
"973","IN",NA,85.85,6.77,4.72,2.06,35.07,58.93,35.9,23.53,36.52,302,827
"974","KS","20001",97.3,0.68,1.35,0,10.42,0,0,NA,10.14,15,148
"975","KS","20003",98,0,0,2,18.37,NA,NA,0,18,18,100
"976","KS","20005",89.85,3.05,5.58,0,10.17,33.33,27.27,NA,11.68,23,197
"977","KS","20007",97.5,2.5,0,0,NA,NA,NA,NA,NA,6,40
"978","KS","20009",89.21,1.59,8.57,0.32,13.52,40,29.63,0,15.24,48,315
"979","KS","20011",93.33,2,2,0.67,12.14,33.33,0,0,12,18,150
"980","KS","20013",91.67,2.78,0,0,NA,NA,NA,NA,NA,7,72
"981","KS","20015",90.95,1.43,4.16,2.33,7.29,13.79,10.71,14.89,7.82,158,2021
"982","KS","20017",95.65,4.35,0,0,NA,NA,NA,NA,NA,2,23
"983","KS","20019",100,0,0,0,NA,NA,NA,NA,NA,3,20
"984","KS","20021",89.33,0.4,2.37,0,14.16,100,16.67,NA,14.62,37,253
"985","KS","20023",100,0,0,0,NA,NA,NA,NA,NA,4,17
"986","KS","20025",88.46,0,11.54,0,NA,NA,NA,NA,NA,5,26
"987","KS","20027",93.7,0,4.72,0,9.24,NA,0,NA,8.66,11,127
"988","KS","20029",92.59,1.23,4.94,1.23,NA,NA,NA,NA,NA,6,81
"989","KS","20031",94.78,0.75,2.24,0.75,8.66,0,0,0,8.21,11,134
"990","KS","20033",100,0,0,0,NA,NA,NA,NA,NA,3,13
"991","KS","20035",90.31,1.16,5.43,0.78,10.52,16.67,7.14,0,11.24,58,516
"992","KS","20037",92.38,0.69,4.62,0.46,9,0,20,0,9.7,42,433
"993","KS","20039",100,0,0,0,NA,NA,NA,NA,NA,3,16
"994","KS","20041",93.31,0.91,5.47,0,12.05,66.67,11.11,NA,12.46,41,329
"995","KS","20043",96.97,0,1.52,0,NA,NA,NA,NA,NA,13,66
"996","KS","20045",89.36,2.6,4.22,2.36,3.63,6.49,6.4,1.43,3.75,111,2960
"997","KS","20047",76.92,0,23.08,0,NA,NA,NA,NA,NA,4,13
"998","KS","20049",100,0,0,0,NA,NA,NA,NA,NA,0,8
"999","KS","20051",94.38,1.22,3.91,0.24,4.15,0,6.25,0,4.16,17,409
"1000","KS","20053",90,0,6.67,0,NA,NA,NA,NA,NA,2,30
"1001","KS","20055",53.28,0.99,41.15,4.17,8.58,20,13.04,4.76,10.34,52,503
"1002","KS","20057",52.12,1.54,44.59,1.54,4.81,0,7.79,12.5,6.18,32,518
"1003","KS","20059",95.27,0.98,2.45,0.16,7.19,16.67,6.67,0,7.34,45,613
"1004","KS","20061",71.8,11.35,12.07,2.39,7.49,12.63,9.9,5,8.36,70,837
"1005","KS","20063",100,0,0,0,NA,NA,NA,NA,NA,3,24
"1006","KS","20065",93.33,6.67,0,0,NA,NA,NA,NA,NA,4,15
"1007","KS","20067",55.77,0,44.23,0,15.52,NA,19.57,NA,17.31,18,104
"1008","KS","20069",86.59,0,9.76,1.22,NA,NA,NA,NA,NA,10,82
"1009","KS","20071",100,0,0,0,NA,NA,NA,NA,NA,5,15
"1010","KS","20073",94.2,1.45,1.45,0,NA,NA,NA,NA,NA,12,69
"1011","KS","20075",80,0,15,0,NA,NA,NA,NA,NA,0,20
"1012","KS","20077",95.52,0,1.49,0,NA,NA,NA,NA,NA,10,67
"1013","KS","20079",89.85,0.92,7.56,0.55,8.62,0,12.2,33.33,8.86,48,542
"1014","KS","20081",82.61,0,17.39,0,NA,NA,NA,NA,NA,9,46
"1015","KS","20083",100,0,0,0,NA,NA,NA,NA,NA,0,10
"1016","KS","20085",94.76,1.57,1.05,0,7.73,33.33,0,NA,8.38,16,191
"1017","KS","20087",96.54,0.46,2.07,0,7.88,0,11.11,NA,7.83,34,434
"1018","KS","20089",76.92,0,7.69,0,NA,NA,NA,NA,NA,0,13
"1019","KS","20091",85.48,3.12,5.17,5.52,2.85,5.87,6.24,5.7,3.31,759,22903
"1020","KS","20093",77.55,2.04,20.41,0,NA,NA,NA,NA,NA,5,49
"1021","KS","20095",95.19,0.96,3.85,0,14.14,0,0,NA,13.46,14,104
"1022","KS","20097",85.71,0,14.29,0,NA,NA,NA,NA,NA,2,14
"1023","KS","20099",87.79,5.81,1.74,0.58,18.54,50,0,0,19.77,34,172
"1024","KS","20101",100,0,0,0,NA,NA,NA,NA,NA,3,15
"1025","KS","20103",88.51,3.61,5.52,1.14,4.77,8.42,10.34,0,5.1,134,2628
"1026","KS","20105",71.43,0,28.57,0,NA,NA,NA,NA,NA,1,7
"1027","KS","20107",95.98,0,1.72,1.72,10.78,NA,0,0,10.34,18,174
"1028","KS","20109",96.67,0,0,3.33,NA,NA,NA,NA,NA,3,30
"1029","KS","20111",78.18,2.64,17.75,1.44,6.44,0,10.81,0,6.95,29,417
"1030","KS","20113",93.47,1.86,2.8,0.93,7.98,12.5,0,0,7.69,33,429
"1031","KS","20115",97.87,0,2.13,0,11.59,NA,33.33,NA,12.06,17,141
"1032","KS","20117",91.8,0,6.56,1.64,NA,NA,NA,NA,NA,11,61
"1033","KS","20119",92.86,0,4.76,0,NA,NA,NA,NA,NA,5,42
"1034","KS","20121",95.2,0.62,2.93,0.18,6.35,0,3.03,0,6.22,70,1125
"1035","KS","20123",93.33,0,5,0,NA,NA,NA,NA,NA,15,60
"1036","KS","20125",88.73,1.44,2.4,1.2,11.62,0,20,20,11.27,47,417
"1037","KS","20127",91.3,1.45,2.9,1.45,NA,NA,NA,NA,NA,8,69
"1038","KS","20129",83.33,0,13.89,0,NA,NA,NA,NA,NA,7,36
"1039","KS","20131",95.59,0,4.41,0,NA,NA,NA,NA,NA,6,68
"1040","KS","20133",93.66,2.11,2.11,0.7,11.28,0,0,0,10.56,15,142
"1041","KS","20135",100,0,0,0,NA,NA,NA,NA,NA,0,9
"1042","KS","20137",100,0,0,0,NA,NA,NA,NA,NA,5,31
"1043","KS","20139",95.53,0.69,2.75,0,7.91,0,12.5,NA,7.9,23,291
"1044","KS","20141",92.86,0,7.14,0,NA,NA,NA,NA,NA,4,28
"1045","KS","20143",94.34,0,5.66,0,NA,NA,NA,NA,NA,1,53
"1046","KS","20145",91.3,1.45,7.25,0,NA,NA,NA,NA,NA,6,69
"1047","KS","20147",87.88,3.03,6.06,3.03,NA,NA,NA,NA,NA,1,33
"1048","KS","20149",91.37,2.05,4.64,0.97,4.25,5.26,2.33,0,4.21,39,927
"1049","KS","20151",92.31,0,4.62,1.54,12.5,NA,0,50,12.31,16,130
"1050","KS","20153",80,0,6.67,0,NA,NA,NA,NA,NA,2,15
"1051","KS","20155",91.21,1.83,5.25,0.61,5.89,0,4.65,40,5.98,49,819
"1052","KS","20157",100,0,0,0,NA,NA,NA,NA,NA,3,20
"1053","KS","20159",95.71,0,4.29,0,NA,NA,NA,NA,NA,9,70
"1054","KS","20161",83.99,4.26,6.2,4.52,6,15.15,7.29,4.29,6.39,99,1549
"1055","KS","20163",97.3,0,2.7,0,NA,NA,NA,NA,NA,4,37
"1056","KS","20165",95.65,0,4.35,0,NA,NA,NA,NA,NA,6,23
"1057","KS","20167",92.86,1.43,4.29,0,NA,NA,NA,NA,NA,13,70
"1058","KS","20169",86.04,3.05,7.54,1.77,5.97,10.53,10.64,0,6.74,42,623
"1059","KS","20171",79.49,0,20.51,0,NA,NA,NA,NA,NA,3,39
"1060","KS","20173",82.58,4.13,8.48,3.73,5.2,11.71,11.69,8.78,6.14,824,13424
"1061","KS","20175",43.22,1.47,54.21,1.1,6.78,25,4.05,0,5.49,15,273
"1062","KS","20177",86.02,3.92,6.96,1.35,5.9,7.19,9.31,8.33,6.34,225,3548
"1063","KS","20179",95.24,0,4.76,0,NA,NA,NA,NA,NA,3,21
"1064","KS","20181",86.54,0,5.77,0,NA,NA,NA,NA,NA,6,52
"1065","KS","20183",80,20,0,0,NA,NA,NA,NA,NA,0,10
"1066","KS","20185",86.49,0,13.51,0,NA,NA,NA,NA,NA,10,37
"1067","KS","20187",68.42,0,31.58,0,NA,NA,NA,NA,NA,2,19
"1068","KS","20189",73.24,0,23.94,0,NA,NA,NA,NA,NA,7,71
"1069","KS","20191",91.79,0.72,4.59,0.97,11.32,33.33,15.79,0,12.08,50,414
"1070","KS","20193",91.07,0.89,6.25,1.79,11.76,0,14.29,50,12.5,14,112
"1071","KS","20195",94.59,0,2.7,0,NA,NA,NA,NA,NA,5,37
"1072","KS","20197",98.18,0,0.91,0,7.41,NA,0,NA,7.27,8,110
"1073","KS","20199",85.71,0,14.29,0,NA,NA,NA,NA,NA,1,7
"1074","KS","20201",100,0,0,0,NA,NA,NA,NA,NA,2,21
"1075","KS","20203",78.57,0,21.43,0,NA,NA,NA,NA,NA,0,14
"1076","KS","20205",96.39,0,1.2,1.2,NA,NA,NA,NA,NA,14,83
"1077","KS","20207",100,0,0,0,NA,NA,NA,NA,NA,2,25
"1078","KS","20209",66.98,10.9,15.94,5.56,7.04,11.74,11.7,6.58,8.26,226,2735
"1079","KS","29047",100,0,0,0,NA,NA,NA,NA,NA,0,1
"1080","KS","29095",0,0,0,100,NA,NA,NA,NA,NA,0,1
"1081","KS",NA,86.45,4.21,7.94,1.4,51.35,77.78,52.94,33.33,52.34,112,214
"1082","KY","18169",100,0,0,0,NA,NA,NA,NA,NA,1,1
"1083","KY","21001",94.59,0.68,3.38,0.68,25.71,100,0,0,25.68,38,148
"1084","KY","21003",97.25,0.46,1.14,0.46,15.29,0,0,50,15.33,67,437
"1085","KY","21005",96.65,0.76,1.52,0.76,8.19,20,10,0,8.37,55,657
"1086","KY","21007",97.8,2.2,0,0,NA,NA,NA,NA,NA,19,91
"1087","KY","21009",95.04,2.23,1.74,0.5,13.71,0,28.57,25,13.65,110,806
"1088","KY","21011",97.73,0.76,0.76,0,24.81,0,0,NA,24.24,32,132
"1089","KY","21013",94.85,2.58,1.03,1.03,39.13,40,0,0,38.14,74,194
"1090","KY","21015",91.02,2.99,3.53,2.14,6.42,10.24,14.8,8.4,6.85,380,5548
"1091","KY","21017",94.26,1.31,2.87,0.78,11.91,20,36.36,0,12.53,48,383
"1092","KY","21019",95.71,1.04,1.39,1.39,10.06,0,41.67,16.67,10.44,90,862
"1093","KY","21021",93.6,3.84,1.65,0.91,9.96,14.29,22.22,0,10.24,56,547
"1094","KY","21023",97.64,2.36,0,0,27.42,0,NA,NA,26.77,34,127
"1095","KY","21025",100,0,0,0,NA,NA,NA,NA,NA,33,75
"1096","KY","21027",97.36,0.99,1.32,0,27.8,33.33,75,NA,28.71,87,303
"1097","KY","21029",94.36,2.07,2.63,0.53,11.26,18.18,20.24,0,11.69,373,3191
"1098","KY","21031",97.33,0.89,1.33,0.44,21,0,0,0,20.44,46,225
"1099","KY","21033",92.21,5.84,1.95,0,16.9,44.44,0,NA,18.18,28,154
"1100","KY","21035",94.39,1.35,2.32,1.55,11.48,0,16.67,0,11.41,59,517
"1101","KY","21037",95.67,1.49,1.56,1.01,5.34,9.09,10.87,0,5.44,161,2958
"1102","KY","21039",86.54,0,13.46,0,NA,NA,NA,NA,NA,14,52
"1103","KY","21041",94.77,0,3.92,0.65,13.79,NA,16.67,100,15.03,23,153
"1104","KY","21043",98.93,0,0.54,0.27,26.29,NA,50,100,26.81,100,373
"1105","KY","21045",94.29,1.43,3.57,0.71,31.82,0,40,100,32.14,45,140
"1106","KY","21047",81.15,10.07,5.92,1.97,12.29,24.51,13.33,15,13.52,137,1013
"1107","KY","21049",95.53,2.47,1.33,0.57,11.74,3.85,21.43,33.33,11.79,124,1052
"1108","KY","21051",93.66,3.52,1.41,0,42.86,80,50,NA,44.37,63,142
"1109","KY","21053",93.88,4.08,2.04,0,NA,NA,NA,NA,NA,19,49
"1110","KY","21055",96.88,0,1.56,0,NA,NA,NA,NA,NA,13,64
"1111","KY","21057",100,0,0,0,NA,NA,NA,NA,NA,12,38
"1112","KY","21059",93.55,1.88,2.38,1.92,6.94,16.33,12.9,14,7.41,193,2603
"1113","KY","21061",97.43,0.74,1.84,0,21.51,50,20,NA,21.69,59,272
"1114","KY","21063",97.5,0,2.5,0,NA,NA,NA,NA,NA,10,40
"1115","KY","21065",98.1,0,1.27,0.63,20,NA,50,0,20.25,32,158
"1116","KY","21067",84.86,6.35,3.98,4.48,4.4,10.72,9.94,4.97,5.07,410,8082
"1117","KY","21069",95.83,0.52,3.12,0,25,100,66.67,NA,27.08,52,192
"1118","KY","21071",96.15,0.45,2.49,0.23,32.47,0,27.27,0,32.35,143,442
"1119","KY","21073",91.02,3.57,2.58,2.41,8.95,13.95,22.58,3.45,9.31,112,1203
"1120","KY","21075",86.67,10,3.33,0,NA,NA,NA,NA,NA,3,30
"1121","KY","21077",96.26,0,3.21,0,16.67,NA,50,NA,17.65,33,187
"1122","KY","21079",96.09,1.15,2.3,0,10.29,40,30,NA,11.26,49,435
"1123","KY","21081",96.35,0.73,2.63,0,17.42,0,16.67,NA,17.37,119,685
"1124","KY","21083",93.82,2.38,3.33,0,16.71,20,21.43,NA,16.86,71,421
"1125","KY","21085",96.56,1.23,1.47,0.49,24.94,20,16.67,100,25.06,102,407
"1126","KY","21087",97.79,1.47,0.74,0,20.3,0,0,NA,19.85,27,136
"1127","KY","21089",97.28,0.95,1.09,0.41,12.46,28.57,0,33.33,12.53,92,734
"1128","KY","21091",98.1,0.47,1.42,0,14.01,0,33.33,NA,14.22,30,211
"1129","KY","21093",82.17,10.55,4.71,1.61,9.7,12.65,16.45,9.62,10.36,334,3224
"1130","KY","21095",96.17,0.85,2.13,0,34.07,50,80,NA,35.74,84,235
"1131","KY","21097",97.12,1.2,0.48,0.72,11.36,0,0,0,11.03,46,417
"1132","KY","21099",94.2,3.12,2.23,0,19.91,28.57,20,NA,20.09,45,224
"1133","KY","21101",93.81,3.66,1.77,0.38,11.57,6.9,0,0,11.49,91,792
"1134","KY","21103",95.52,1.49,2.61,0,13.28,0,14.29,NA,13.06,35,268
"1135","KY","21105",95,5,0,0,NA,NA,NA,NA,NA,4,20
"1136","KY","21107",94.47,3.55,1.71,0.13,16.85,22.22,46.15,0,17.5,133,760
"1137","KY","21109",96.18,0,3.18,0,37.09,NA,60,NA,37.58,59,157
"1138","KY","21111",80.02,11.03,4.85,3.7,5.44,10.37,11.78,5.43,6.32,1226,19405
"1139","KY","21113",93.4,2.47,2.61,1.09,7.14,8.82,5.56,6.67,7.18,99,1379
"1140","KY","21115",98.48,0.61,0,0.91,24.15,100,NA,66.67,25,82,328
"1141","KY","21117",93.68,1.93,2.85,1.29,5.67,13.33,7.74,10,5.97,325,5441
"1142","KY","21119",95.59,2.21,2.21,0,43.85,33.33,66.67,NA,44.12,60,136
"1143","KY","21121",95.01,1.19,2.14,0.95,27.5,40,22.22,0,27.55,116,421
"1144","KY","21123",94.81,2.6,2.16,0,12.33,50,20,NA,13.42,31,231
"1145","KY","21125",97.41,1.04,1.04,0.26,21.54,25,16.67,0,21.5,249,1158
"1146","KY","21127",99.11,0,0.89,0,29.6,NA,50,NA,29.78,67,225
"1147","KY","21129",95.74,0,4.26,0,NA,NA,NA,NA,NA,18,47
"1148","KY","21131",95.89,1.37,1.37,0,NA,NA,NA,NA,NA,41,73
"1149","KY","21133",98.74,0.84,0.42,0,39.15,100,100,NA,39.92,95,238
"1150","KY","21135",97.64,0,1.57,0,29.84,NA,0,NA,29.92,38,127
"1151","KY","21137",96.65,1.22,1.52,0.3,17.98,0,60,0,18.29,60,328
"1152","KY","21139",96.12,0.97,2.91,0,15.15,100,0,NA,15.53,16,103
"1153","KY","21141",92.48,3.42,3.42,0.46,10.84,20,6.67,0,10.93,48,439
"1154","KY","21143",96.27,0,2.99,0.75,20.16,NA,75,0,21.64,29,134
"1155","KY","21145",90.39,5.9,3.04,0.29,12.53,27.42,15.62,33.33,13.7,144,1051
"1156","KY","21147",96.84,0,3.16,0,NA,NA,NA,NA,NA,36,95
"1157","KY","21149",99.22,0,0.78,0,25.2,NA,0,NA,25,32,128
"1158","KY","21151",95.18,1.9,1.72,0.98,8.64,5.56,24.49,10.71,8.96,255,2845
