"","state_code","county_code","pct_white_apps","pct_black_apps","pct_hisp_apps","pct_asian_apps","white_denial_rate","black_denial_rate","hisp_denial_rate","asian_denial_rate","denial_rate","loan_failed","total_loans"
"2995","TX","48491",60.96,5.92,18.63,13.67,6.11,14.19,12.63,7.23,7.99,2740,34302
"2996","TX","48493",63.23,2.77,32.83,0.58,10.91,17.54,20.41,0,14.13,291,2059
"2997","TX","48495",46.63,3.11,50.26,0,32.22,50,39.18,NA,36.27,70,193
"2998","TX","48497",83.62,1.77,12.99,0.84,11.72,30.91,20.1,23.08,13.28,412,3102
"2999","TX","48499",89.9,2.38,7.05,0.29,15.04,24,17.57,33.33,15.43,162,1050
"3000","TX","48501",36.42,1.73,60.12,0,22.22,33.33,32.69,NA,28.32,49,173
"3001","TX","48503",86.08,0,12.94,0,14.66,NA,20,NA,15.53,48,309
"3002","TX","48505",4.62,0,95.38,0,NA,NA,NA,NA,NA,12,65
"3003","TX","48507",12.12,0,87.88,0,NA,NA,NA,NA,NA,47,99
"3004","TX","5053",100,0,0,0,NA,NA,NA,NA,NA,1,1
"3005","TX","5059",100,0,0,0,NA,NA,NA,NA,NA,0,1
"3006","TX","5091",100,0,0,0,NA,NA,NA,NA,NA,0,1
"3007","TX","6019",0,0,100,0,NA,NA,NA,NA,NA,0,1
"3008","TX","6067",100,0,0,0,NA,NA,NA,NA,NA,0,1
"3009","TX","9005",100,0,0,0,NA,NA,NA,NA,NA,1,1
"3010","TX",NA,45.66,9.63,41.14,2.75,59.34,73.16,73.08,31.16,65.64,6962,10607
"3011","UT","49001",97.89,0,1.41,0.7,6.47,NA,0,0,6.34,9,142
"3012","UT","49003",91.26,0,7.23,0.73,6.33,NA,11.95,12.5,6.78,149,2198
"3013","UT","49005",89.08,0.29,8.47,1.47,4.59,16.67,6.94,1.67,4.77,195,4084
"3014","UT","49007",90.86,0.25,7.41,0.74,5.71,0,13.33,0,6.17,25,405
"3015","UT","49009",100,0,0,0,NA,NA,NA,NA,NA,3,25
"3016","UT","49011",87.12,1.19,8.25,2.24,5.11,6.56,8.73,5.8,5.49,846,15405
"3017","UT","49013",93.09,0,4.07,0.61,9.83,NA,10,0,9.96,49,492
"3018","UT","49015",99.49,0,0.51,0,13.27,NA,100,NA,13.71,27,197
"3019","UT","49017",97.09,0.97,1.94,0,10,100,50,NA,11.65,12,103
"3020","UT","49019",95.02,0.41,4.15,0.41,11.79,0,10,0,11.62,28,241
"3021","UT","49021",92.98,0.34,3.93,0.98,7.12,14.29,6.25,10,7.41,151,2038
"3022","UT","49023",95.35,0.24,3.67,0.24,7.44,0,0,0,7.09,29,409
"3023","UT","49025",95.17,0,2.23,1.49,10.94,NA,16.67,25,11.15,30,269
"3024","UT","49027",91.37,0.39,5.49,1.57,8.58,0,14.29,25,9.02,23,255
"3025","UT","49029",96.92,0.71,0.71,0.95,7.09,33.33,0,0,7.11,30,422
"3026","UT","49031",92,0,8,0,NA,NA,NA,NA,NA,4,25
"3027","UT","49033",87.14,0,11.43,0,NA,NA,NA,NA,NA,7,70
"3028","UT","49035",76.93,1.29,14.78,5.51,4.78,10.31,10.54,4.93,5.78,2554,44222
"3029","UT","49037",80.91,0.41,3.73,0,9.23,0,0,NA,14.94,36,241
"3030","UT","49039",94.27,0.15,4.26,0.29,7.48,0,6.9,0,7.49,51,681
"3031","UT","49041",95.78,0,3.37,0.51,6.87,NA,5,0,6.75,40,593
"3032","UT","49043",93.42,0.28,4.71,1.18,8.09,0,13.24,5.88,8.39,121,1443
"3033","UT","49045",83.56,0.73,12.51,1.13,5.89,12.12,9.75,13.73,6.61,298,4507
"3034","UT","49047",93.23,0.4,4.38,0.4,6.09,25,9.09,0,6.18,62,1004
"3035","UT","49049",84.61,0.74,10.67,2.4,4.6,13.36,8.44,6.4,5.19,1522,29313
"3036","UT","49051",90.56,0.32,7.78,1.02,6.76,20,11.48,0,7.21,113,1568
"3037","UT","49053",91.36,0.54,5.98,0.85,5.15,9.76,8.61,9.38,5.47,414,7572
"3038","UT","49055",98.31,0,1.69,0,NA,NA,NA,NA,NA,6,59
"3039","UT","49057",84.93,1.28,11.67,1.37,5.93,8.51,9.52,3.33,6.34,696,10986
"3040","UT",NA,82.22,0.78,11.36,3.9,19.83,33.33,39.69,17.78,22.64,261,1153
"3041","VA","11001",0,0,0,100,NA,NA,NA,NA,NA,1,2
"3042","VA","24003",0,100,0,0,NA,NA,NA,NA,NA,1,1
"3043","VA","37057",100,0,0,0,NA,NA,NA,NA,NA,0,1
"3044","VA","42029",100,0,0,0,NA,NA,NA,NA,NA,0,1
"3045","VA","51001",81.1,13.25,4.77,0.71,8.06,28,3.7,0,10.42,59,566
"3046","VA","51003",84.98,4.3,3.23,7.06,3.93,9.46,8.11,4.12,4.33,149,3441
"3047","VA","51005",94.62,3.14,1.79,0,4.74,14.29,0,NA,5.38,12,223
"3048","VA","51007",88.04,8.9,1.84,0.61,6.62,31.03,33.33,0,9.2,30,326
"3049","VA","51009",82.93,14.46,1.57,0.35,7.14,21.69,22.22,50,9.93,57,574
"3050","VA","51011",89.6,6.94,2.31,0,5.48,29.17,37.5,NA,7.8,27,346
"3051","VA","51013",71.75,4.43,8.76,14.53,2.55,4.55,10.71,4.62,3.69,165,4474
"3052","VA","51015",93.1,2.37,3.76,0.26,7.13,6.52,13.7,0,7.36,143,1942
"3053","VA","51017",96.15,1.92,1.92,0,NA,NA,NA,NA,NA,3,52
"3054","VA","51019",92.04,4.1,2.45,1.16,6.71,9.09,10.17,7.14,6.88,166,2413
"3055","VA","51021",96.1,3.9,0,0,NA,NA,NA,NA,NA,21,77
"3056","VA","51023",95.36,2.68,1.25,0.27,5.9,16.67,7.14,0,6.25,70,1120
"3057","VA","51025",62.09,33.33,2.61,1.31,11.58,39.22,100,0,22.88,35,153
"3058","VA","51027",97.52,0,1.86,0,35.03,NA,66.67,NA,36.02,58,161
"3059","VA","51029",77.57,17.76,3.27,0.47,10.84,31.58,28.57,0,15.42,33,214
"3060","VA","51031",85.93,10.44,2.3,1.06,7.62,13.56,11.54,8.33,8.32,94,1130
"3061","VA","51033",67.08,21.64,8.75,1.23,6.86,18.44,13.16,12.5,9.98,130,1303
"3062","VA","51035",95.06,1.12,2.25,0.9,11.82,0,30,25,12.36,55,445
"3063","VA","51036",73.23,15.75,3.94,0.79,7.53,15,20,100,9.45,12,127
"3064","VA","51037",81.97,14.75,2.46,0,16,38.89,0,NA,18.85,23,122
"3065","VA","51041",65.76,22.06,7.7,3.76,3.25,9.85,8.28,8.05,5.31,823,15512
"3066","VA","51043",86.88,2.08,7.92,2.29,6,10,7.89,18.18,6.67,32,480
"3067","VA","51045",100,0,0,0,NA,NA,NA,NA,NA,9,99
"3068","VA","51047",75.08,9.04,13.04,2.1,4.48,13.95,8.06,7.5,5.99,114,1902
"3069","VA","51049",76.97,16.85,2.81,2.25,8.76,33.33,20,50,14.61,26,178
"3070","VA","51051",98.37,0.81,0,0,28.93,100,NA,NA,30.08,37,123
"3071","VA","51053",72.74,20.48,4.52,1.13,8.65,18.9,7.14,14.29,10.65,66,620
"3072","VA","51057",73.42,23.42,1.8,0.9,11.66,21.15,25,0,14.41,32,222
"3073","VA","51059",56.56,7.08,11.19,24.64,3.21,8.07,7.68,7.22,5.04,1624,32239
"3074","VA","51061",80.2,4.77,12.23,2.11,4.39,9.42,9.89,8.2,5.39,156,2894
"3075","VA","51063",97.03,0,2.54,0.42,8.3,NA,33.33,0,8.9,21,236
"3076","VA","51065",86.61,7.5,4.2,0.8,6.29,8.33,12.77,11.11,6.88,77,1120
"3077","VA","51067",94.9,2.81,1.58,0.44,8.25,25,11.11,0,8.71,99,1137
"3078","VA","51069",80.39,5.48,10.85,2.84,4.88,10.85,9.76,7.27,5.89,228,3871
"3079","VA","51071",97.27,0.68,1.71,0.34,10.88,0,0,0,10.58,31,293
"3080","VA","51073",91.05,2.63,4.06,0.98,4.54,8.57,14.81,15.38,5.26,70,1330
"3081","VA","51075",89.53,5.35,3.12,1.89,3.23,14.58,7.14,0,3.9,35,898
"3082","VA","51077",96.05,0.66,2.63,0,19.86,0,25,NA,20.39,31,152
"3083","VA","51079",81.83,7.46,5.63,4.51,5.68,13.21,15,0,6.62,47,710
"3084","VA","51081",45.65,51.09,2.17,1.09,NA,NA,NA,NA,NA,24,92
"3085","VA","51083",76.49,18.7,2.27,1.42,9.63,33.33,12.5,20,14.16,50,353
"3086","VA","51085",87.14,6.64,2.75,2.73,3.26,7.37,7.63,6.84,3.78,162,4291
"3087","VA","51087",60.94,19.84,4.44,14.15,3.21,9.4,6.19,4.47,4.76,467,9809
"3088","VA","51089",78.32,16.02,4.69,0.78,14.46,21.95,25,25,16.21,83,512
"3089","VA","51091",95.65,0,0,4.35,NA,NA,NA,NA,NA,3,23
"3090","VA","51093",76.55,17.68,3.91,1.17,5.56,10.56,7.46,10,6.71,115,1714
"3091","VA","51095",82.12,10.05,4.76,2.48,3.19,10.76,7.19,6.9,4.3,151,3512
"3092","VA","51097",87.39,9.24,2.52,0,9.62,36.36,33.33,NA,12.61,15,119
"3093","VA","51099",75.31,13.53,7.09,3.02,4.87,16.87,6.9,5.41,6.68,82,1227
"3094","VA","51101",90.58,6.05,1.41,0.28,4.66,16.28,20,0,5.91,42,711
"3095","VA","51103",80.92,16.18,2.31,0.58,11.43,53.57,0,100,18.5,32,173
"3096","VA","51105",98.45,0.52,0.52,0,21.58,100,0,NA,21.76,42,193
"3097","VA","51107",55.22,6.39,10.19,27.72,3.24,10.31,7.76,7.21,5.26,998,18972
"3098","VA","51109",87.37,7.26,3.94,0.95,6.29,25.23,6.9,14.29,7.74,114,1473
"3099","VA","51111",80,17.6,2.4,0,8,22.73,33.33,NA,11.2,14,125
"3100","VA","51113",90.91,3.5,4.9,0.35,5.77,30,7.14,100,7.34,21,286
"3101","VA","51115",93.27,3.37,1.92,0.96,10.31,28.57,50,50,12.02,25,208
"3102","VA","51117",80.67,13.14,3.35,1.8,14.7,27.45,7.69,28.57,16.24,63,388
"3103","VA","51119",92.31,4.86,1.62,0.81,10.09,8.33,25,0,10.12,25,247
"3104","VA","51121",87.61,3.43,3.58,5.04,6.5,10.29,2.82,1,6.25,124,1985
"3105","VA","51125",92.45,3.96,2.16,0.72,10.89,9.09,33.33,0,11.15,31,278
"3106","VA","51127",82.38,10.75,3.72,1.37,2.85,10.53,4.35,11.76,3.8,47,1237
"3107","VA","51131",85.57,7.22,4.64,1.03,9.64,50,33.33,0,13.92,27,194
"3108","VA","51133",83.19,12.18,2.94,0.42,8.59,34.48,14.29,0,11.76,28,238
"3109","VA","51135",71.21,24.75,3.03,0.51,15.6,30.61,16.67,0,19.19,38,198
"3110","VA","51137",78.68,12.09,7.04,1.31,8.16,17.01,15.04,9.52,9.73,156,1604
"3111","VA","51139",92.56,3.08,2.82,0.77,7.76,8.33,9.09,0,7.69,30,390
"3112","VA","51141",97.07,1.95,0,0.49,18.09,25,NA,0,18.54,38,205
"3113","VA","51143",85.23,13.26,1.39,0,11.85,12.38,18.18,NA,12.12,96,792
"3114","VA","51145",93.92,2.35,2.35,1.05,3.45,24.14,6.9,0,3.97,49,1233
"3115","VA","51147",84.69,12.05,2.28,0.33,10,40.54,0,0,13.36,41,307
"3116","VA","51149",63.65,26.03,6.97,1.77,8.02,17.36,11.27,22.22,11.1,113,1018
"3117","VA","51153",44,18.99,22.3,14.08,4.16,8.82,8.69,8.32,6.65,1345,20231
"3118","VA","51155",95.3,1.41,2.19,0.63,8.88,0,14.29,0,8.93,57,638
"3119","VA","51157",95.95,0,2.7,1.35,11.27,NA,0,0,10.81,16,148
"3120","VA","51159",74.31,17.43,8.26,0,11.11,31.58,11.11,NA,14.68,16,109
"3121","VA","51161",87.26,5.56,3.59,3.27,4.26,9.3,9.01,2.97,4.69,145,3093
"3122","VA","51163",94.17,1.86,2.56,1.17,7.67,12.5,9.09,0,7.69,33,429
"3123","VA","51165",86.55,2.71,8.08,2.2,5.61,11.32,10.76,2.33,6.14,120,1955
"3124","VA","51167",97.55,0.54,1.09,0.27,22.91,50,75,0,23.71,87,367
"3125","VA","51169",96.39,0,2.17,0.36,20.6,NA,50,100,21.66,60,277
"3126","VA","51171",88.56,2.96,6.67,1.32,6.88,5.56,13.58,12.5,7.33,89,1215
"3127","VA","51173",96.86,1.05,0.7,0,19.06,0,0,NA,19.86,57,287
"3128","VA","51175",80.97,14.77,2.27,0.57,7.02,28.85,25,50,10.8,38,352
"3129","VA","51177",62.62,20.13,13.36,2.98,5.59,13.27,10.38,8.82,7.88,540,6851
"3130","VA","51179",54.19,24.2,15.88,4.84,4.2,11.55,8.5,12.86,7.13,607,8518
"3131","VA","51181",75.71,20,2.14,0.71,8.49,28.57,33.33,0,13.57,19,140
"3132","VA","51183",70,25.83,4.17,0,8.33,25.81,0,NA,12.5,15,120
"3133","VA","51185",96.02,1.33,0.76,1.33,22.92,42.86,25,14.29,23.34,123,527
"3134","VA","51187",86.61,3.42,7.57,1.74,4.3,3.51,7.14,10.34,4.68,78,1665
"3135","VA","51191",96.81,1.03,1.03,0.62,12.22,20,20,16.67,12.35,120,972
"3136","VA","51193",80.03,14.7,2.72,1.12,8.38,22.83,29.41,0,11.02,69,626
"3137","VA","51195",95.53,1.99,2.23,0,23.9,25,44.44,NA,24.32,98,403
"3138","VA","51197",95.42,1.25,2.08,0.83,13.1,16.67,40,0,13.75,66,480
"3139","VA","51199",76.09,11.16,5.88,6.1,3.76,8.88,5,5.42,4.55,124,2723
"3140","VA","51510",72.7,7.67,9.89,9.32,2.83,6.08,7.07,2.95,3.52,166,4722
"3141","VA","51520",93.92,3.42,2.28,0.38,4.05,22.22,16.67,100,5.32,14,263
"3142","VA","51530",91.67,5.95,0,0,NA,NA,NA,NA,NA,5,84
"3143","VA","51540",86.99,4.45,3.77,4.57,3.54,12.82,3.03,5,4,35,876
"3144","VA","51550",64.99,23.17,6.81,4.15,3.38,8.52,5.17,5.31,4.8,545,11344
"3145","VA","51570",68.09,19.33,8.54,3.37,2.64,3.49,5.26,6.67,3.15,14,445
"3146","VA","51580",88.37,6.98,4.65,0,NA,NA,NA,NA,NA,2,43
"3147","VA","51590",67.16,28.4,4.14,0.3,5.73,12.5,21.43,0,8.28,28,338
"3148","VA","51595",51.06,46.81,0,2.13,NA,NA,NA,NA,NA,16,47
"3149","VA","51600",58.02,3.65,12.39,25.42,3.37,7.14,5.26,7.69,4.82,37,767
"3150","VA","51610",82.31,2.69,4.23,10.38,3.27,0,36.36,7.41,5,13,260
"3151","VA","51620",73.17,25.2,0,1.63,3.33,16.13,NA,0,6.5,8,123
"3152","VA","51630",72.33,15.02,9.22,3.03,3.83,9.65,7.14,0,5.01,38,759
"3153","VA","51640",91.55,0,5.63,2.82,NA,NA,NA,NA,NA,8,71
"3154","VA","51650",48.56,40.22,7.47,2.58,4.45,10.12,5.98,3.85,6.85,276,4030
"3155","VA","51660",71.79,6.58,16.61,4.86,4.8,9.52,8.49,12.9,6.11,39,638
"3156","VA","51670",46.75,45.71,4.94,1.3,7.22,11.93,15.79,0,9.61,37,385
"3157","VA","51678",92.77,1.2,3.61,2.41,NA,NA,NA,NA,NA,3,83
"3158","VA","51680",84.57,10.03,2.99,1.64,5.8,7.8,4.76,4.35,5.97,84,1406
"3159","VA","51683",41.06,10.39,37.78,10.14,5.98,6.06,7.5,6.83,6.8,108,1588
"3160","VA","51685",28.55,10.45,47.58,12.79,6.01,8.96,12.79,12.2,10.3,66,641
"3161","VA","51690",68.85,26.23,1.64,2.46,7.14,15.62,0,0,9.02,11,122
"3162","VA","51700",56.73,30.09,8.64,3.68,3.66,9.57,11.11,4.97,6.19,271,4377
"3163","VA","51710",69.11,17.13,8.55,3.75,4.1,8.41,7.54,5.2,5.21,347,6666
"3164","VA","51720",100,0,0,0,NA,NA,NA,NA,NA,6,45
"3165","VA","51730",34.26,55.25,7.72,1.54,9.91,13.41,28,20,13.58,44,324
"3166","VA","51735",92.7,1.78,3.74,1.25,4.03,20,4.76,0,4.27,24,562
"3167","VA","51740",50.68,40.3,6.58,1.36,4.73,10.78,10.34,11.9,7.65,236,3084
"3168","VA","51750",93.04,3.48,1.3,2.17,4.67,0,0,0,4.35,10,230
"3169","VA","51760",80.71,10.92,4.27,3.4,3.15,12.6,6.83,6.13,4.44,213,4800
"3170","VA","51770",84.11,9.07,4.38,2.19,4.76,8.97,10,5.71,5.38,86,1598
"3171","VA","51775",93,3.13,2.58,1.1,5.54,0,0,0,5.16,28,543
"3172","VA","51790",87.78,7.96,3.15,1.11,6.96,13.95,5.88,0,7.41,40,540
"3173","VA","51800",56.46,35.28,5.5,1.91,3.93,9.18,4.44,8.14,5.9,266,4509
"3174","VA","51810",73.41,11.04,7.35,7.14,3.53,7.67,5.89,5.63,4.35,714,16418
"3175","VA","51820",84.39,6.98,5.65,2.49,5.31,11.9,14.71,13.33,6.64,40,602
"3176","VA","51830",83.16,9.47,5.26,1.05,5.06,29.63,26.67,0,8.42,24,285
"3177","VA","51840",83.69,3.65,10.3,2.15,6.15,11.76,6.25,0,6.22,29,466
"3178","VA","54055",100,0,0,0,NA,NA,NA,NA,NA,0,1
"3179","VA","6081",100,0,0,0,NA,NA,NA,NA,NA,0,1
"3180","VA","99999",100,0,0,0,NA,NA,NA,NA,NA,0,1
"3181","VA",NA,58.41,24.76,5.68,9.78,72.86,89.33,82.76,36,74.07,757,1022
"3182","VT","50001",95.98,0.34,2.51,1.17,7.85,0,20,0,8.04,48,597
"3183","VT","50003",93.91,1.05,1.26,1.68,13.2,0,33.33,12.5,13.45,64,476
"3184","VT","50005",97.31,0.67,0.9,0.67,11.98,0,0,0,11.66,52,446
"3185","VT","50007",92.34,1.36,2.09,3.86,3.89,7.14,12.79,3.14,4.07,168,4123
"3186","VT","50009",97.53,1.23,0,0,NA,NA,NA,NA,NA,17,81
"3187","VT","50011",96.01,0.89,1.38,1.1,5.95,0,20,6.25,6.05,88,1454
"3188","VT","50013",95.79,0,2.11,0.53,8.79,NA,25,0,8.95,17,190
"3189","VT","50015",95.93,1.02,1.36,1.02,9.54,0,0,16.67,9.32,55,590
"3190","VT","50017",95.35,0.42,2.54,1.06,9.98,0,8.33,20,9.94,47,473
"3191","VT","50019",95.19,0.72,2.88,0.48,13.38,33.33,16.67,0,13.7,57,416
"3192","VT","50021",94.24,0.9,2.93,1.02,13.53,0,23.08,0,13.54,120,886
"3193","VT","50023",94.75,1.31,2.39,0.93,7.57,17.65,6.45,0,7.79,101,1296
"3194","VT","50025",95.7,1.03,1.89,1.03,12.93,0,18.18,16.67,12.89,75,582
"3195","VT","50027",93.28,1.32,3.41,1.65,11.33,8.33,16.13,26.67,11.89,108,908
"3196","VT",NA,90.91,9.09,0,0,NA,NA,NA,NA,NA,6,11
"3197","WA","13185",0,0,100,0,NA,NA,NA,NA,NA,1,1
"3198","WA","16009",100,0,0,0,NA,NA,NA,NA,NA,0,1
"3199","WA","16017",100,0,0,0,NA,NA,NA,NA,NA,1,2
"3200","WA","16021",100,0,0,0,NA,NA,NA,NA,NA,0,1
"3201","WA","16055",100,0,0,0,NA,NA,NA,NA,NA,0,3
"3202","WA","21203",100,0,0,0,NA,NA,NA,NA,NA,1,1
"3203","WA","30043",100,0,0,0,NA,NA,NA,NA,NA,0,1
"3204","WA","30081",100,0,0,0,NA,NA,NA,NA,NA,1,1
"3205","WA","4013",0,0,100,0,NA,NA,NA,NA,NA,1,1
"3206","WA","53001",45.06,0,53.7,0.62,6.85,NA,5.75,0,6.17,20,324
"3207","WA","53003",95.15,0.9,2.33,0.36,4.15,20,7.69,0,4.31,24,557
"3208","WA","53005",80.51,0.92,14.21,3.53,3.74,6.49,8.99,4.39,4.53,379,8374
"3209","WA","53007",84.5,0.37,12.65,1.24,7.62,25,10.55,0,7.91,172,2174
"3210","WA","53009",90.59,0.73,3.74,1.92,5.54,6.25,7.32,14.29,5.75,126,2190
"3211","WA","53011",81.93,2.77,7.49,6.05,4.95,11.03,10.05,7.47,5.67,1167,20578
"3212","WA","53013",95.2,0.8,2.4,0,8.4,0,0,NA,8,10,125
"3213","WA","53015",90.16,0.89,5.54,1.65,6.46,11.43,11.93,6.15,6.84,269,3932
"3214","WA","53017",78.29,0.57,18.1,1.41,6.59,0,9.77,5,7.36,104,1414
"3215","WA","53019",92.73,0.91,0.91,1.82,18.63,100,0,0,19.09,21,110
"3216","WA","53021",59.37,1.49,36.45,1.91,3.88,0,5.91,4.76,4.55,150,3298
"3217","WA","53023",98.18,0,1.82,0,NA,NA,NA,NA,NA,6,55
"3218","WA","53025",72.79,0.8,23.78,1.37,5.59,0,10.72,2.78,6.77,178,2628
"3219","WA","53027",88.78,1.06,5.61,1.31,8.06,13.64,7.76,22.22,8.32,172,2068
"3220","WA","53029",84.16,2.92,6.74,3.89,4.88,7.21,6.25,3.38,4.95,188,3800
"3221","WA","53031",94.26,0.47,2.46,1.05,7.58,0,0,11.11,7.38,63,854
"3222","WA","53033",58.45,4.28,7.36,28.76,4.52,10.05,10.68,6.31,5.75,3540,61611
"3223","WA","53035",82.05,2.97,7.2,5.65,4.94,6.43,6.64,6.09,5.18,542,10463
"3224","WA","53037",92.71,0.7,4.09,1.28,5.24,0,10.94,0,5.37,84,1563
"3225","WA","53039",91.01,0,4.78,2.1,9.87,NA,8,18.18,9.94,52,523
"3226","WA","53041",91.95,1.09,3.71,1.82,7.17,16.67,6.86,10,7.39,203,2746
"3227","WA","53043",93.44,0,2.5,2.81,11.04,NA,25,22.22,11.56,37,320
"3228","WA","53045",86.78,1.54,6.47,2.18,7.27,7.89,5.62,11.11,7.36,182,2473
"3229","WA","53047",85.67,0.7,8.34,1.25,10.06,20,10,0,9.87,71,719
"3230","WA","53049",92.49,0.36,4.65,1.07,11.61,0,7.69,0,11.09,62,559
"3231","WA","53051",92.49,1.04,2.85,1.55,8.12,0,18.18,0,8.29,32,386
"3232","WA","53053",71.6,7.56,9.42,8.48,5.2,9.08,9.41,8.41,6.28,2386,38009
"3233","WA","53055",90.93,0.85,5.38,1.7,9.66,100,31.58,0,11.33,40,353
"3234","WA","53057",85.38,0.83,9.55,2.57,5.48,5.26,8.43,8.47,6.02,277,4598
"3235","WA","53059",92.24,0,3.88,1.49,6.8,NA,0,0,6.27,21,335
"3236","WA","53061",66.76,3.57,7.79,20.13,4.91,8.51,10.53,6.59,5.83,1938,33254
"3237","WA","53063",89.41,1.84,4.76,2.41,5.84,12.31,8.81,8.69,6.19,1093,17646
"3238","WA","53065",93.28,1.25,2.66,0.94,9.81,31.25,5.88,8.33,9.93,127,1279
"3239","WA","53067",77.79,4.36,8.12,7.02,4.72,7.38,5.94,7.22,5.22,649,12436
"3240","WA","53069",94.12,0.74,5.15,0,9.38,0,14.29,NA,9.56,13,136
"3241","WA","53071",83.98,0.99,12.88,0.92,6.31,25,8.61,0,6.78,110,1623
"3242","WA","53073",85.75,1.2,5.63,5.49,5.68,7.79,9.94,15.58,6.64,427,6427
"3243","WA","53075",88.6,0.94,4.81,4.39,7.91,0,13.04,2.38,7.85,75,956
"3244","WA","53077",61.9,0.47,34.66,1.52,5.69,4.17,9.01,11.69,7.06,357,5058
"3245","WA","55027",100,0,0,0,NA,NA,NA,NA,NA,0,1
"3246","WA","6019",100,0,0,0,NA,NA,NA,NA,NA,0,1
"3247","WA",NA,67.92,3.37,11.09,16.83,53.64,70.59,60.71,43.53,53.27,269,505
"3248","WI","12103",100,0,0,0,NA,NA,NA,NA,NA,0,1
"3249","WI","27109",0,100,0,0,NA,NA,NA,NA,NA,0,1
"3250","WI","55001",97.37,0,2.15,0.24,12.25,NA,22.22,100,12.65,53,419
"3251","WI","55003",89.06,0,3.12,0.52,13.45,NA,0,0,12.5,24,192
"3252","WI","55005",96.13,0.21,2.3,0.94,9.79,0,31.82,0,10.15,97,956
"3253","WI","55007",94.94,0.39,1.17,0.39,10.66,0,0,0,10.12,26,257
"3254","WI","55009",90.6,1.01,5.12,2.6,3.77,15.07,4.61,4.81,3.97,286,7202
"3255","WI","55011",95.93,0,3.17,0.45,8.96,NA,14.29,100,9.5,21,221
"3256","WI","55013",95.89,0.63,1.58,0.63,11.88,50,0,0,12.34,39,316
"3257","WI","55015",93.04,0.97,3.02,2.54,3.32,0,8,7.14,3.51,58,1653
"3258","WI","55017",97.6,0.32,0.65,1.17,5.72,20,0,0,5.71,88,1541
"3259","WI","55019",93.88,1.17,3.21,1.17,10.56,50,27.27,100,12.54,43,343
"3260","WI","55021",95.12,0.74,2.44,1.25,6.38,30.77,9.3,9.09,6.75,119,1763
"3261","WI","55023",96.86,0,1.57,1.05,9.19,NA,0,0,8.9,17,191
"3262","WI","55025",86.73,2.27,4.01,6.53,3.05,11.48,9.07,3.82,3.55,655,18426
"3263","WI","55027",94.15,0.41,4.46,0.31,7.57,0,11.49,16.67,7.69,150,1950
"3264","WI","55029",96.84,0.29,2.01,0.43,6.53,0,14.29,0,6.61,46,696
"3265","WI","55031",95.35,0.6,1.67,0.6,6.51,0,21.43,0,6.92,58,838
"3266","WI","55033",94.65,0.11,1.18,3.85,10.73,0,9.09,8.33,10.59,99,935
"3267","WI","55035",93.23,0.81,2,3.33,6.13,8.7,15.79,12.63,6.56,187,2851
"3268","WI","55037",98.44,0,1.56,0,NA,NA,NA,NA,NA,8,64
"3269","WI","55039",93.21,1.16,4.14,1.12,5.82,14.29,10,0,6.05,146,2414
"3270","WI","55041",97.35,0,0,0,18.18,NA,NA,NA,19.47,22,113
"3271","WI","55043",97.02,0.71,0.85,1.28,8.33,0,0,0,8.23,58,705
"3272","WI","55045",95.62,0.51,2.45,0.9,4.17,50,5.26,0,4.38,34,777
"3273","WI","55047",96.37,0,2.31,0.33,10.96,NA,28.57,0,11.88,36,303
"3274","WI","55049",98.52,0,0.64,0.42,8.17,NA,0,0,8.26,39,472
"3275","WI","55051",98.95,0,1.05,0,NA,NA,NA,NA,NA,17,95
"3276","WI","55053",96.74,0,1.19,0.3,8.28,NA,0,0,8.01,27,337
"3277","WI","55055",94.52,0.69,4.11,0.46,6.48,6.67,7.78,10,6.58,144,2189
"3278","WI","55057",97.55,0.22,1.56,0.45,11.42,0,14.29,0,11.36,51,449
"3279","WI","55059",86.63,2.59,8.45,1.87,6.99,8.94,12.69,4.49,7.46,355,4758
"3280","WI","55061",96.69,0.83,1.93,0,6.55,33.33,28.57,NA,7.16,26,363
"3281","WI","55063",93.71,0.86,1.48,3.47,3.38,8,9.3,7.92,3.68,107,2908
"3282","WI","55065",96.59,0.49,1.95,0,5.05,0,0,NA,5.37,11,205
"3283","WI","55067",96.93,0,1.37,0,7.04,NA,25,NA,7.17,21,293
"3284","WI","55069",96.51,0,2.39,0.18,10.27,NA,0,0,10.28,56,545
"3285","WI","55071",94.75,0.4,2.13,2.59,6.24,16.67,18.75,12.82,6.78,102,1505
"3286","WI","55073",92.77,0.56,1.65,4.46,5.68,16.67,13.21,6.29,5.89,189,3208
"3287","WI","55075",96.79,0.92,1.83,0.15,9.64,0,16.67,0,9.63,63,654
"3288","WI","55077",98.69,0.33,0.66,0.33,11.3,0,0,0,11.15,34,305
"3289","WI","55078",71.43,0,0,0,NA,NA,NA,NA,NA,2,14
"3290","WI","55079",73.66,10.77,10.18,4.97,4.68,16.18,9.71,9.38,6.7,1322,19739
"3291","WI","55081",92.82,0.93,4.51,1.04,9.6,12.5,28.21,0,10.3,89,864
"3292","WI","55083",98.12,0.1,0.73,0.1,6.27,0,14.29,0,6.36,61,959
"3293","WI","55085",97.56,0.33,1.11,0.11,7.39,33.33,10,0,7.44,67,901
"3294","WI","55087",92.96,0.79,2.93,2.63,3.41,15.22,7.65,6.54,3.72,216,5809
